ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
11350,Franz Biedermann,M,22,182,76,Liechtenstein,LIE,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,NA
11433,David Bryce Bigham,M,21,175,72,Great Britain,GBR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,NA
11607,mile Jean Binet,M,28,NA,NA,Belgium,BEL,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Decathlon,NA
12153,Columba Blango,M,24,188,70,Sierra Leone,SLE,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Decathlon,NA
12351,Alain Blondel,M,25,186,80,France,FRA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,NA
12351,Alain Blondel,M,29,186,80,France,FRA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,NA
12475,Philippe Bobin,M,21,180,75,France,FRA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,NA
12554,Manfred Bock,M,19,190,91,Germany,GER,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,NA
13255,Helmut Bonnet,M,26,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Decathlon,NA
13434,Colin Aubrey Geddes Boreham,M,30,188,87,Great Britain,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,NA
13555,Heinz Born,M,24,183,83,Switzerland,SUI,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,NA
14030,Maurice Julien Boulanger,M,27,NA,NA,Belgium,BEL,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Decathlon,NA
14039,Wilfrid Boulineau,M,30,180,68,France,FRA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,NA
14143,Larbi Bourrada,M,28,188,88,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,NA
14716,"Reindert Johannes ""Jan"" Brasser",M,23,204,90,Netherlands,NED,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Decathlon,NA
14768,Pieter Braun,M,23,186,83,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,NA
14898,Georges Breitman,M,32,172,60,France,FRA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Decathlon,NA
15095,"Timothy William ""Tim"" Bright",M,24,188,79,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,NA
15095,"Timothy William ""Tim"" Bright",M,28,188,79,United States,USA,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,NA
15280,Joe Brodnik,M,24,189,84,Yugoslavia,YUG,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,NA
15304,"Alessandro ""Sandro"" Brogini",M,21,186,73,Italy,ITA,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Decathlon,NA
15375,Clifford Brooks,M,28,181,80,Barbados,BAR,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Decathlon,NA
15660,Ian Baines Bruce,M,21,NA,NA,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Decathlon,NA
15754,Avery Brundage,M,24,183,91,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Decathlon,NA
16022,Alois Bchel,M,19,172,78,Liechtenstein,LIE,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,NA
16022,Alois Bchel,M,23,172,78,Liechtenstein,LIE,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,NA
16025,Gebhard Bchel,M,27,NA,NA,Liechtenstein,LIE,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Decathlon,NA
16034,Constant Bucher,M,20,NA,NA,Switzerland,SUI,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Decathlon,NA
16034,Constant Bucher,M,24,NA,NA,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Decathlon,NA
16244,"Wilhelm ""Willy"" Bhrer",M,24,NA,NA,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Decathlon,NA
16719,lvaro Burrell Busto,M,23,191,84,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,NA
16819,Frank Busemann,M,21,191,80,Germany,GER,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,Silver
16819,Frank Busemann,M,25,191,80,Germany,GER,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,NA
16960,Carlo Butti,M,28,NA,NA,Italy,ITA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Decathlon,NA
17201,Valeriu Caceanov,M,26,187,85,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's Decathlon,NA
17737,"Milton Gray ""Milt"" Campbell",M,18,190,94,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Decathlon,Silver
17737,"Milton Gray ""Milt"" Campbell",M,22,190,94,United States,USA,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Decathlon,Gold
17924,John Cann,M,18,NA,NA,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Decathlon,NA
18383,Roberto Carmona Botella,M,24,186,85,Mexico,MEX,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,NA
18759,Paolo Casarsa,M,29,192,91,Italy,ITA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,NA
19286,Antoni Cejzik,M,23,188,84,Poland,POL,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Decathlon,NA
19286,Antoni Cejzik,M,28,188,84,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Decathlon,NA
19780,Chang Singchow,M,20,NA,NA,China,CHN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Decathlon,NA
19890,"Wilson David ""Buster"" Charles, Jr.",M,24,180,78,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,NA
20178,Chen Chuan-Show,M,27,172,72,Chinese Taipei,TPE,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,NA
20791,Carlos Eduardo Bezerra Chinin,M,23,195,82,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,NA
20907,Sebastian Micha Chmara,M,24,191,85,Poland,POL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,NA
21458,"Ralph Thomas ""Tom"" Churchill, Sr.",M,20,187,87,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Decathlon,NA
21780,"Robert Hyatt ""Bob"" Clark",M,23,188,84,United States,USA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Decathlon,Silver
21925,rn Clausen,M,19,184,83,Iceland,ISL,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Decathlon,NA
21947,Bryan Ezra Tsumoru Clay,M,24,180,83,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,Silver
21947,Bryan Ezra Tsumoru Clay,M,28,180,83,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,Gold
22227,Willem Coertzen,M,29,186,79,South Africa,RSA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,NA
22227,Willem Coertzen,M,33,186,79,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,NA
22239,Clifford Clyde Coffman,M,21,180,75,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,NA
22787,Adolfo Contoli,M,26,NA,NA,Italy,ITA,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Decathlon,NA
23008,Vivian Coralie,M,22,183,72,Mauritius,MRI,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,NA
23540,Victor Covalenco,M,28,185,78,Moldova,MDA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,NA
23540,Victor Covalenco,M,32,185,78,Moldova,MDA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,NA
23777,Jacques Crtaine,M,NA,NA,NA,France,FRA,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Decathlon,NA
23824,John Harrison Crist,M,29,188,84,United States,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,NA
24077,Zoltn Csnyi,M,23,NA,NA,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Decathlon,NA
24091,Gheorghe Csegezi,M,NA,NA,NA,Romania,ROU,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Decathlon,NA
24741,Pedro Ferreira da Silva Filho,M,25,186,90,Brazil,BRA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,NA
24811,Olof Henrik Dagrd,M,31,184,83,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,NA
24873,Leif Evert Dahlgren,M,30,184,79,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Decathlon,NA
25007,Fritz Dllenbach,M,24,NA,NA,Switzerland,SUI,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Decathlon,NA
25071,Kamil Damaek,M,22,195,91,Czech Republic,CZE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,NA
25524,Thorsten Dauth,M,24,201,96,Germany,GER,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,NA
25823,Albert Dayer,M,22,NA,NA,Belgium,BEL,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Decathlon,NA
26224,"Henricus Johannes Maria ""Harry"" de Keijser",M,23,169,57,Netherlands,NED,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Decathlon,NA
26496,"Eduard Jan ""Ed"" de Noorlander",M,23,192,92,Netherlands,NED,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,NA
26793,"Robert Hubert Maria ""Rob"" de Wit",M,26,186,93,Netherlands,NED,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,NA
26793,"Robert Hubert Maria ""Rob"" de Wit",M,29,186,93,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,NA
28130,Iuri Diachk'ovi,M,20,196,100,Soviet Union,URS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,NA
28222,Rafael ngel Estuardo Daz Granillo,M,22,179,66,Guatemala,GUA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,NA
28455,Walter Diel,M,25,195,94,Austria,AUT,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,NA
28634,Jnis Dimza,M,25,163,NA,Latvia,LAT,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,NA
28634,Jnis Dimza,M,29,163,NA,Latvia,LAT,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Decathlon,NA
28763,Dominik Distelberger,M,26,186,81,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,NA
28823,"Frederick Arthur ""Fred"" Dixon",M,26,193,85,United States,USA,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Decathlon,NA
28842,Slaven Dizdarevi,M,27,194,90,Slovakia,SVK,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,NA
29105,"John Kenneth ""Ken"" Doherty",M,23,185,75,United States,USA,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Decathlon,Bronze
29319,"James Joseph ""Jim"" Donahue",M,27,172,61,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Decathlon,NA
29625,Henk Marcel Dost,M,26,195,86,Netherlands,NED,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,NA
29803,Lyuben Doychev,M,24,NA,NA,Bulgaria,BUL,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's Decathlon,NA
29940,Darius Draudvila,M,29,187,90,Lithuania,LTU,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,NA
30006,Stefan Drews,M,25,188,83,Germany,GER,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,NA
30104,Aleksey Vasilyevich Drozdov,M,24,184,80,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Decathlon,NA
30221,Ral Duany Bueno,M,21,179,90,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,NA
30221,Ral Duany Bueno,M,25,179,90,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,NA
30269,Cedric Dubler,M,21,191,NA,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,NA
30379,Mihail Duda,M,22,184,85,Serbia,SRB,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,NA
30379,Mihail Duda,M,26,184,85,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,NA
30500,"Dennistoun Vaughan  ""Dennis""  Duigan",M,21,NA,NA,Australia,AUS,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Decathlon,NA
30920,Werner Duttweiler,M,24,182,82,Switzerland,SUI,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,NA
30920,Werner Duttweiler,M,28,182,82,Switzerland,SUI,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,NA
31001,Tom Dvok,M,24,186,90,Czech Republic,CZE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Decathlon,Bronze
31001,Tom Dvok,M,28,186,90,Czech Republic,CZE,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Decathlon,NA
31001,Tom Dvok,M,32,186,90,Czech Republic,CZE,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Decathlon,NA
31125,Spas Dzhurov,M,23,194,93,Bulgaria,BUL,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Decathlon,NA
31205,Ashton James Eaton,M,24,186,81,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,Gold
31205,Ashton James Eaton,M,28,186,81,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,Gold
31251,Wolrad Eberle,M,24,179,77,Germany,GER,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,Bronze
31458,"David Allan ""Dave"" Edstrom",M,21,190,91,United States,USA,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,NA
31808,Sten Anders Ekberg,M,27,190,90,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Decathlon,NA
32336,"Geoffrey Michael ""Geoff"" Elliott",M,21,179,80,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Decathlon,NA
32365,Everett Ralph Ellis,M,23,180,81,United States,USA,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Decathlon,NA
32478,"Richard John ""Dick"" Emberger",M,26,183,77,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Decathlon,NA
32771,Panagiotis Epitropopoulos,M,22,182,74,Greece,GRE,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Decathlon,NA
32986,Per Axel Eriksson,M,23,178,73,Sweden,SWE,1948 Summer,1948,Summer,London,Athletics,Athletics Men's Decathlon,NA
33005,Edgars Eri,M,26,191,87,Latvia,LAT,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,NA
33112,Claudio Escauriza,M,26,179,82,Paraguay,PAR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Decathlon,NA
33365,Gaston tienne,M,26,NA,NA,Belgium,BEL,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Decathlon,NA
33500,Valter Ever,M,21,174,73,Estonia,EST,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Decathlon,NA
33783,Pierre Alexis Louis Failliot,M,23,NA,NA,France,FRA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Decathlon,NA
33999,Nadjmeddin Reza Darioush Farabi,M,NA,NA,NA,Iran,IRI,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's Decathlon,NA
34085,Mtys Farkas,M,24,NA,NA,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Men's Decathlon,NA
34206,Carl Bertil Fastn,M,24,NA,NA,Sweden,SWE,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Decathlon,NA
34559,Kurt Anthony Felix,M,24,182,76,Grenada,GRN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Decathlon,NA
